,userName,score,at,content,casefolding,cleaning,Tokenize,normalisasi,stopwords removal,stemming,data_clean
1350,sandi rusli,3,2024-04-03 10:01:36,"Aplikasi bagus, yg kurang cuma drivernya yg selalu minta cancel padahal jarak gk begitu jauh, modal lihat peta doang gk tau jalan","aplikasi bagus, yg kurang cuma drivernya yg selalu minta cancel padahal jarak gk begitu jauh, modal lihat peta doang gk tau jalan",aplikasi bagus yg kurang cuma drivernya yg selalu minta cancel padahal jarak gk begitu jauh modal lihat peta doang gk tau jalan,"['aplikasi', 'bagus', 'yg', 'kurang', 'cuma', 'drivernya', 'yg', 'selalu', 'minta', 'cancel', 'padahal', 'jarak', 'gk', 'begitu', 'jauh', 'modal', 'lihat', 'peta', 'doang', 'gk', 'tau', 'jalan']","['aplikasi', 'bagus', 'yg', 'kurang', 'cuma', 'drivernya', 'yg', 'selalu', 'minta', 'cancel', 'padahal', 'jarak', 'gk', 'begitu', 'jauh', 'modal', 'lihat', 'peta', 'doang', 'gk', 'tau', 'jalan']","['aplikasi', 'bagus', 'drivernya', 'cancel', 'jarak', 'gk', 'modal', 'lihat', 'peta', 'gk', 'tau', 'jalan']","['aplikasi', 'bagus', 'drivernya', 'cancel', 'jarak', 'gk', 'modal', 'lihat', 'peta', 'gk', 'tau', 'jalan']",aplikasi bagus drivernya cancel jarak gk modal lihat peta gk tau jalan
1351,S NIME,1,2024-04-25 08:43:19,"Delay waktu top up sampai wallet terisi terlalu lama,dan opsi pembayaran digital belum tersedia untuk pemesanan makanan","delay waktu top up sampai wallet terisi terlalu lama,dan opsi pembayaran digital belum tersedia untuk pemesanan makanan",delay waktu top up sampai walet terisi terlalu lama dan opsi pembayaran digital belum tersedia untuk pemesanan makanan,"['delay', 'waktu', 'top', 'up', 'sampai', 'walet', 'terisi', 'terlalu', 'lama', 'dan', 'opsi', 'pembayaran', 'digital', 'belum', 'tersedia', 'untuk', 'pemesanan', 'makanan']","['delay', 'waktu', 'top', 'up', 'sampai', 'walet', 'terisi', 'terlalu', 'lama', 'dan', 'opsi', 'pembayaran', 'digital', 'belum', 'tersedia', 'untuk', 'pemesanan', 'makanan']","['delay', 'top', 'up', 'walet', 'terisi', 'opsi', 'pembayaran', 'digital', 'tersedia', 'pemesanan', 'makanan']","['delay', 'top', 'up', 'walet', 'isi', 'opsi', 'bayar', 'digital', 'sedia', 'mesan', 'makan']",delay top up walet isi opsi bayar digital sedia mesan makan
1352,Agung Rukmana,1,2024-04-03 04:32:17,"Maaf saya kasih bintang satu karena semua drivernya suka memilih orderan yang lebih tinggi ongkirnya di bandingkan dengan yang murah,,tolong di tindak driver yang sering memilih orderan","maaf saya kasih bintang satu karena semua drivernya suka memilih orderan yang lebih tinggi ongkirnya di bandingkan dengan yang murah,,tolong di tindak driver yang sering memilih orderan",maf saya kasih bintang satu karena semua drivernya suka memilih orderan yang lebih tingi ongkirnya di bandingkan dengan yang murah tolong di tindak driver yang sering memilih orderan,"['maf', 'saya', 'kasih', 'bintang', 'satu', 'karena', 'semua', 'drivernya', 'suka', 'memilih', 'orderan', 'yang', 'lebih', 'tingi', 'ongkirnya', 'di', 'bandingkan', 'dengan', 'yang', 'murah', 'tolong', 'di', 'tindak', 'driver', 'yang', 'sering', 'memilih', 'orderan']","['maf', 'saya', 'kasih', 'bintang', 'satu', 'karena', 'semua', 'drivernya', 'suka', 'memilih', 'orderan', 'yang', 'lebih', 'tingi', 'ongkirnya', 'di', 'bandingkan', 'dengan', 'yang', 'murah', 'tolong', 'di', 'tindak', 'driver', 'yang', 'sering', 'memilih', 'orderan']","['maf', 'kasih', 'bintang', 'drivernya', 'suka', 'memilih', 'orderan', 'tingi', 'ongkirnya', 'bandingkan', 'murah', 'tolong', 'tindak', 'driver', 'memilih', 'orderan']","['maf', 'kasih', 'bintang', 'drivernya', 'suka', 'pilih', 'order', 'tingi', 'ongkirnya', 'banding', 'murah', 'tolong', 'tindak', 'driver', 'pilih', 'order']",maf kasih bintang drivernya suka pilih order tingi ongkirnya banding murah tolong tindak driver pilih order
1353,Zahrotun Nisa,2,2024-04-09 03:37:39,"Otorisasi nya sulit. Saya sudah daftarkan nomor saya dan kode otpnya tidak dikirim-kirim bahkan sudah minta kirim ulang dan juga ganti nomor HP, tetap saja saya belum mendapatkan kode","otorisasi nya sulit. saya sudah daftarkan nomor saya dan kode otpnya tidak dikirim-kirim bahkan sudah minta kirim ulang dan juga ganti nomor hp, tetap saja saya belum mendapatkan kode",otorisasi nya sulit saya sudah daftarkan nomor saya dan kode otpnya tidak dikirim kirim bahkan sudah minta kirim ulang dan juga ganti nomor hp tetap saja saya belum mendapatkan kode,"['otorisasi', 'nya', 'sulit', 'saya', 'sudah', 'daftarkan', 'nomor', 'saya', 'dan', 'kode', 'otpnya', 'tidak', 'dikirim', 'kirim', 'bahkan', 'sudah', 'minta', 'kirim', 'ulang', 'dan', 'juga', 'ganti', 'nomor', 'hp', 'tetap', 'saja', 'saya', 'belum', 'mendapatkan', 'kode']","['otorisasi', 'nya', 'sulit', 'saya', 'sudah', 'daftarkan', 'nomor', 'saya', 'dan', 'kode', 'otpnya', 'tidak', 'dikirim', 'kirim', 'bahkan', 'sudah', 'minta', 'kirim', 'ulang', 'dan', 'juga', 'ganti', 'nomor', 'hp', 'tetap', 'saja', 'saya', 'belum', 'mendapatkan', 'kode']","['otorisasi', 'sulit', 'daftarkan', 'nomor', 'kode', 'otpnya', 'dikirim', 'kirim', 'kirim', 'ulang', 'ganti', 'nomor', 'hp', 'kode']","['otorisasi', 'sulit', 'daftar', 'nomor', 'kode', 'otpnya', 'kirim', 'kirim', 'kirim', 'ulang', 'ganti', 'nomor', 'hp', 'kode']",otorisasi sulit daftar nomor kode otpnya kirim kirim kirim ulang ganti nomor hp kode
1354,Tam Korompot,3,2024-04-15 02:12:52,"Itu driver yang malas ambil orderan di Benet saja, masa sudah sejam kadang tetap ga ada yang ambil, padahal cuman dekat, kadang di tolak huftttt pilih pilih bgt driver Maxim","itu driver yang malas ambil orderan di benet saja, masa sudah sejam kadang tetap ga ada yang ambil, padahal cuman dekat, kadang di tolak huftttt pilih pilih bgt driver maxim",itu driver yang malas ambil orderan di benet saja masa sudah sejam kadang tetap ga ada yang ambil padahal cuman dekat kadang di tolak huft pilih pilih bgt driver maxim,"['itu', 'driver', 'yang', 'malas', 'ambil', 'orderan', 'di', 'benet', 'saja', 'masa', 'sudah', 'sejam', 'kadang', 'tetap', 'ga', 'ada', 'yang', 'ambil', 'padahal', 'cuman', 'dekat', 'kadang', 'di', 'tolak', 'huft', 'pilih', 'pilih', 'bgt', 'driver', 'maxim']","['itu', 'driver', 'yang', 'malas', 'ambil', 'orderan', 'di', 'benet', 'saja', 'masa', 'sudah', 'sejam', 'kadang', 'tetap', 'ga', 'ada', 'yang', 'ambil', 'padahal', 'cuman', 'dekat', 'kadang', 'di', 'tolak', 'huft', 'pilih', 'pilih', 'bgt', 'driver', 'maxim']","['driver', 'malas', 'ambil', 'orderan', 'benet', 'sejam', 'kadang', 'ga', 'ambil', 'cuman', 'kadang', 'tolak', 'huft', 'pilih', 'pilih', 'driver', 'maxim']","['driver', 'malas', 'ambil', 'order', 'benet', 'jam', 'kadang', 'ga', 'ambil', 'cuman', 'kadang', 'tolak', 'huft', 'pilih', 'pilih', 'driver', 'maxim']",driver malas ambil order benet jam kadang ga ambil cuman kadang tolak huft pilih pilih driver maxim
1355,avindo channel,1,2024-04-04 23:13:36,aplikasi gila masak harga tarif nya beda jauh dari aplikasi lain. ini 3xlipat lebih mahal. gak masuk akal tarif minimum ojek sepeda motor masak 22.000,aplikasi gila masak harga tarif nya beda jauh dari aplikasi lain. ini 3xlipat lebih mahal. gak masuk akal tarif minimum ojek sepeda motor masak 22.000,aplikasi gila masak harga tarif nya beda jauh dari aplikasi lain ini xlipat lebih mahal gak masuk akal tarif minimum ojek sepeda motor masak,"['aplikasi', 'gila', 'masak', 'harga', 'tarif', 'nya', 'beda', 'jauh', 'dari', 'aplikasi', 'lain', 'ini', 'xlipat', 'lebih', 'mahal', 'gak', 'masuk', 'akal', 'tarif', 'minimum', 'ojek', 'sepeda', 'motor', 'masak']","['aplikasi', 'gila', 'masak', 'harga', 'tarif', 'nya', 'beda', 'jauh', 'dari', 'aplikasi', 'lain', 'ini', 'xlipat', 'lebih', 'mahal', 'gak', 'masuk', 'akal', 'tarif', 'minimum', 'ojek', 'sepeda', 'motor', 'masak']","['aplikasi', 'gila', 'masak', 'harga', 'tarif', 'beda', 'aplikasi', 'xlipat', 'mahal', 'gak', 'masuk', 'akal', 'tarif', 'minimum', 'ojek', 'sepeda', 'motor', 'masak']","['aplikasi', 'gila', 'masak', 'harga', 'tarif', 'beda', 'aplikasi', 'xlipat', 'mahal', 'gak', 'masuk', 'akal', 'tarif', 'minimum', 'ojek', 'sepeda', 'motor', 'masak']",aplikasi gila masak harga tarif beda aplikasi xlipat mahal gak masuk akal tarif minimum ojek sepeda motor masak
1356,Lahan Anung,5,2024-03-29 03:37:37,"petunjuk driver di map terlalu kecil dan warna yg sama, jd agak susah melihat posisi driver ketika jalan, selebihnya plg semoga kedepannya bsa kirim gambar biar memudahkan driver. Oke bgt maxim","petunjuk driver di map terlalu kecil dan warna yg sama, jd agak susah melihat posisi driver ketika jalan, selebihnya plg semoga kedepannya bsa kirim gambar biar memudahkan driver. oke bgt maxim",petunjuk driver di map terlalu kecil dan warna yg sama jd agak susah melihat posisi driver ketika jalan selebihnya plg semoga kedepanya bsa kirim gambar biar memudahkan driver oke bgt maxim,"['petunjuk', 'driver', 'di', 'map', 'terlalu', 'kecil', 'dan', 'warna', 'yg', 'sama', 'jd', 'agak', 'susah', 'melihat', 'posisi', 'driver', 'ketika', 'jalan', 'selebihnya', 'plg', 'semoga', 'kedepanya', 'bsa', 'kirim', 'gambar', 'biar', 'memudahkan', 'driver', 'oke', 'bgt', 'maxim']","['petunjuk', 'driver', 'di', 'map', 'terlalu', 'kecil', 'dan', 'warna', 'yg', 'sama', 'jd', 'agak', 'susah', 'melihat', 'posisi', 'driver', 'ketika', 'jalan', 'selebihnya', 'plg', 'semoga', 'kedepanya', 'bsa', 'kirim', 'gambar', 'biar', 'memudahkan', 'driver', 'oke', 'bgt', 'maxim']","['petunjuk', 'driver', 'map', 'warna', 'jd', 'susah', 'posisi', 'driver', 'jalan', 'selebihnya', 'plg', 'semoga', 'kedepanya', 'bsa', 'kirim', 'gambar', 'biar', 'memudahkan', 'driver', 'oke', 'maxim']","['tunjuk', 'driver', 'map', 'warna', 'jd', 'susah', 'posisi', 'driver', 'jalan', 'lebih', 'plg', 'moga', 'depa', 'bsa', 'kirim', 'gambar', 'biar', 'mudah', 'driver', 'oke', 'maxim']",tunjuk driver map warna jd susah posisi driver jalan lebih plg moga depa bsa kirim gambar biar mudah driver oke maxim
1357,Erna Mangalla,5,2024-04-29 00:52:14,"sangat luar biasa, Pelayanan Rama dan sopan nyaman dan tidak ribet,, shat slalu bpak ttp smangat sampai ketemu di orderan selanjutnya, Trimakasih","sangat luar biasa, pelayanan rama dan sopan nyaman dan tidak ribet,, shat slalu bpak ttp smangat sampai ketemu di orderan selanjutnya, trimakasih",sangat luar biasa pelayanan rama dan sopan nyaman dan tidak ribet shat slalu bpak tp smangat sampai ketemu di orderan selanjutnya trimakasih,"['sangat', 'luar', 'biasa', 'pelayanan', 'rama', 'dan', 'sopan', 'nyaman', 'dan', 'tidak', 'ribet', 'shat', 'slalu', 'bpak', 'tp', 'smangat', 'sampai', 'ketemu', 'di', 'orderan', 'selanjutnya', 'trimakasih']","['sangat', 'luar', 'biasa', 'pelayanan', 'rama', 'dan', 'sopan', 'nyaman', 'dan', 'tidak', 'ribet', 'shat', 'slalu', 'bpak', 'tp', 'smangat', 'sampai', 'ketemu', 'di', 'orderan', 'selanjutnya', 'trimakasih']","['pelayanan', 'rama', 'sopan', 'nyaman', 'ribet', 'shat', 'slalu', 'bpak', 'tp', 'smangat', 'ketemu', 'orderan', 'trimakasih']","['layan', 'rama', 'sopan', 'nyaman', 'ribet', 'shat', 'slalu', 'bpak', 'tp', 'smangat', 'ketemu', 'order', 'trimakasih']",layan rama sopan nyaman ribet shat slalu bpak tp smangat ketemu order trimakasih
1358,Tini Melani,3,2024-04-20 19:23:58,Saya kemari kana tipu saya pesan maxsim dia dah lama putar puter kan saya bilang saya nunggu di dalam stasiun lagi ngisi batre terus saya keluar saya lihat mobil ny berangkat sya SMS lagi dimn kata dia kelamaan ko sya bilang tadinya harga ny 12 ribu jadi 21 kata dia kalau kelamaan kena ngecas katany saya habis batre jadi ga liat terus saya lihat diruma h ko masih 12 ribu saya lihat diaplikasiny ni plat nmr ny kalau ga salah mobil nompol Suzuki putih dengan nmr palt 1430 ka 🙏🙏🙏🙏 emang benar?,saya kemari kana tipu saya pesan maxsim dia dah lama putar puter kan saya bilang saya nunggu di dalam stasiun lagi ngisi batre terus saya keluar saya lihat mobil ny berangkat sya sms lagi dimn kata dia kelamaan ko sya bilang tadinya harga ny 12 ribu jadi 21 kata dia kalau kelamaan kena ngecas katany saya habis batre jadi ga liat terus saya lihat diruma h ko masih 12 ribu saya lihat diaplikasiny ni plat nmr ny kalau ga salah mobil nompol suzuki putih dengan nmr palt 1430 ka 🙏🙏🙏🙏 emang benar?,saya kemari kana tipu saya pesan maxsim dia dah lama putar puter kan saya bilang saya nungu di dalam stasiun lagi ngisi batre terus saya keluar saya lihat mobil ny berangkat sya sms lagi dimn kata dia kelaman ko sya bilang tadinya harga ny ribu jadi kata dia kalau kelaman kena ngecas katany saya habis batre jadi ga liat terus saya lihat diruma h ko masih ribu saya lihat diaplikasiny ni plat nmr ny kalau ga salah mobil nompol suzuki putih dengan nmr palt ka emang benar,"['saya', 'kemari', 'kana', 'tipu', 'saya', 'pesan', 'maxsim', 'dia', 'dah', 'lama', 'putar', 'puter', 'kan', 'saya', 'bilang', 'saya', 'nungu', 'di', 'dalam', 'stasiun', 'lagi', 'ngisi', 'batre', 'terus', 'saya', 'keluar', 'saya', 'lihat', 'mobil', 'ny', 'berangkat', 'sya', 'sms', 'lagi', 'dimn', 'kata', 'dia', 'kelaman', 'ko', 'sya', 'bilang', 'tadinya', 'harga', 'ny', 'ribu', 'jadi', 'kata', 'dia', 'kalau', 'kelaman', 'kena', 'ngecas', 'katany', 'saya', 'habis', 'batre', 'jadi', 'ga', 'liat', 'terus', 'saya', 'lihat', 'diruma', 'h', 'ko', 'masih', 'ribu', 'saya', 'lihat', 'diaplikasiny', 'ni', 'plat', 'nmr', 'ny', 'kalau', 'ga', 'salah', 'mobil', 'nompol', 'suzuki', 'putih', 'dengan', 'nmr', 'palt', 'ka', 'emang', 'benar']","['saya', 'kemari', 'kana', 'tipu', 'saya', 'pesan', 'maxsim', 'dia', 'dah', 'lama', 'putar', 'puter', 'kan', 'saya', 'bilang', 'saya', 'nungu', 'di', 'dalam', 'stasiun', 'lagi', 'ngisi', 'batre', 'terus', 'saya', 'keluar', 'saya', 'lihat', 'mobil', 'ny', 'berangkat', 'sya', 'sms', 'lagi', 'dimn', 'kata', 'dia', 'kelaman', 'ko', 'sya', 'bilang', 'tadinya', 'harga', 'ny', 'ribu', 'jadi', 'kata', 'dia', 'kalau', 'kelaman', 'kena', 'ngecas', 'katany', 'saya', 'habis', 'batre', 'jadi', 'ga', 'liat', 'terus', 'saya', 'lihat', 'diruma', 'h', 'ko', 'masih', 'ribu', 'saya', 'lihat', 'diaplikasiny', 'ni', 'plat', 'nmr', 'ny', 'kalau', 'ga', 'salah', 'mobil', 'nompol', 'suzuki', 'putih', 'dengan', 'nmr', 'palt', 'ka', 'emang', 'benar']","['kemari', 'kana', 'tipu', 'pesan', 'maxsim', 'dah', 'putar', 'puter', 'bilang', 'nungu', 'stasiun', 'ngisi', 'batre', 'lihat', 'mobil', 'ny', 'berangkat', 'sya', 'sms', 'dimn', 'kelaman', 'ko', 'sya', 'bilang', 'harga', 'ny', 'ribu', 'kelaman', 'kena', 'ngecas', 'katany', 'habis', 'batre', 'ga', 'liat', 'lihat', 'diruma', 'h', 'ko', 'ribu', 'lihat', 'diaplikasiny', 'ni', 'plat', 'nmr', 'ny', 'ga', 'salah', 'mobil', 'nompol', 'suzuki', 'putih', 'nmr', 'palt', 'ka', 'emang']","['kemari', 'kana', 'tipu', 'pesan', 'maxsim', 'dah', 'putar', 'puter', 'bilang', 'nungu', 'stasiun', 'ngisi', 'batre', 'lihat', 'mobil', 'ny', 'berangkat', 'sya', 'sms', 'dimn', 'kelam', 'ko', 'sya', 'bilang', 'harga', 'ny', 'ribu', 'kelam', 'kena', 'ngecas', 'katany', 'habis', 'batre', 'ga', 'liat', 'lihat', 'diruma', 'h', 'ko', 'ribu', 'lihat', 'diaplikasiny', 'ni', 'plat', 'nmr', 'ny', 'ga', 'salah', 'mobil', 'nompol', 'suzuki', 'putih', 'nmr', 'palt', 'ka', 'emang']",kemari kana tipu pesan maxsim dah putar puter bilang nungu stasiun ngisi batre lihat mobil ny berangkat sya sms dimn kelam ko sya bilang harga ny ribu kelam kena ngecas katany habis batre ga liat lihat diruma h ko ribu lihat diaplikasiny ni plat nmr ny ga salah mobil nompol suzuki putih nmr palt ka emang
1359,Arief Amri,2,2024-04-16 06:09:38,Aplikasi lumayan baik. Tapi hari ini saya merasa tertsanagt tertipu user interface nya. Sementara uninstall dulu deh. Bahaya banget. Bayar tarif 5x lipat aplikasi lain.,aplikasi lumayan baik. tapi hari ini saya merasa tertsanagt tertipu user interface nya. sementara uninstall dulu deh. bahaya banget. bayar tarif 5x lipat aplikasi lain.,aplikasi lumayan baik tapi hari ini saya merasa tertsanagt tertipu user interface nya sementara uninstal dulu deh bahaya banget bayar tarif x lipat aplikasi lain,"['aplikasi', 'lumayan', 'baik', 'tapi', 'hari', 'ini', 'saya', 'merasa', 'tertsanagt', 'tertipu', 'user', 'interface', 'nya', 'sementara', 'uninstal', 'dulu', 'deh', 'bahaya', 'banget', 'bayar', 'tarif', 'x', 'lipat', 'aplikasi', 'lain']","['aplikasi', 'lumayan', 'baik', 'tapi', 'hari', 'ini', 'saya', 'merasa', 'tertsanagt', 'tertipu', 'user', 'interface', 'nya', 'sementara', 'uninstal', 'dulu', 'deh', 'bahaya', 'banget', 'bayar', 'tarif', 'x', 'lipat', 'aplikasi', 'lain']","['aplikasi', 'lumayan', 'tertsanagt', 'tertipu', 'user', 'interface', 'uninstal', 'deh', 'bahaya', 'banget', 'bayar', 'tarif', 'x', 'lipat', 'aplikasi']","['aplikasi', 'lumayan', 'tertsanagt', 'tipu', 'user', 'interface', 'uninstal', 'deh', 'bahaya', 'banget', 'bayar', 'tarif', 'x', 'lipat', 'aplikasi']",aplikasi lumayan tertsanagt tipu user interface uninstal deh bahaya banget bayar tarif x lipat aplikasi
1360,Ummuyahya 17,5,2024-05-02 13:25:20,"pelayananya bagus murah juga,bisa kasih tip ke bapaknya krn masih dikit kurirnya jadi jauh2 kasian, alhamdulillah cepet sampenya","pelayananya bagus murah juga,bisa kasih tip ke bapaknya krn masih dikit kurirnya jadi jauh2 kasian, alhamdulillah cepet sampenya",pelayananya bagus murah juga bisa kasih tip ke bapaknya krn masih dikit kurirnya jadi jauh kasian alhamdulilah cepet sampenya,"['pelayananya', 'bagus', 'murah', 'juga', 'bisa', 'kasih', 'tip', 'ke', 'bapaknya', 'krn', 'masih', 'dikit', 'kurirnya', 'jadi', 'jauh', 'kasian', 'alhamdulilah', 'cepet', 'sampenya']","['pelayananya', 'bagus', 'murah', 'juga', 'bisa', 'kasih', 'tip', 'ke', 'bapaknya', 'krn', 'masih', 'dikit', 'kurirnya', 'jadi', 'jauh', 'kasian', 'alhamdulilah', 'cepet', 'sampenya']","['pelayananya', 'bagus', 'murah', 'kasih', 'tip', 'bapaknya', 'krn', 'dikit', 'kurirnya', 'kasian', 'alhamdulilah', 'cepet', 'sampenya']","['pelayananya', 'bagus', 'murah', 'kasih', 'tip', 'bapak', 'krn', 'dikit', 'kurir', 'kasi', 'alhamdulilah', 'cepet', 'sampenya']",pelayananya bagus murah kasih tip bapak krn dikit kurir kasi alhamdulilah cepet sampenya
1361,Ryo Kurnia,2,2024-02-15 02:50:41,"Tunggu otp dari sms aja gak masuk sampai ulang"" .. gimana kita penumpang bisa login ?? Dan tentang bantuan di apk maxim pun tak ada . Ribet amat","tunggu otp dari sms aja gak masuk sampai ulang"" .. gimana kita penumpang bisa login ?? dan tentang bantuan di apk maxim pun tak ada . ribet amat",tungu otp dari sms aja gak masuk sampai ulang gimana kita penumpang bisa login dan tentang bantuan di apk maxim pun tak ada ribet amat,"['tungu', 'otp', 'dari', 'sms', 'aja', 'gak', 'masuk', 'sampai', 'ulang', 'gimana', 'kita', 'penumpang', 'bisa', 'login', 'dan', 'tentang', 'bantuan', 'di', 'apk', 'maxim', 'pun', 'tak', 'ada', 'ribet', 'amat']","['tungu', 'otp', 'dari', 'sms', 'aja', 'gak', 'masuk', 'sampai', 'ulang', 'gimana', 'kita', 'penumpang', 'bisa', 'login', 'dan', 'tentang', 'bantuan', 'di', 'apk', 'maxim', 'pun', 'tak', 'ada', 'ribet', 'amat']","['tungu', 'otp', 'sms', 'aja', 'gak', 'masuk', 'ulang', 'gimana', 'penumpang', 'login', 'bantuan', 'apk', 'maxim', 'ribet']","['tungu', 'otp', 'sms', 'aja', 'gak', 'masuk', 'ulang', 'gimana', 'tumpang', 'login', 'bantu', 'apk', 'maxim', 'ribet']",tungu otp sms aja gak masuk ulang gimana tumpang login bantu apk maxim ribet
1362,Risnawati Dahlan,1,2024-03-06 00:52:45,Emag agak murah dr yg di sebelah tapi sesuai juga nunggu driverx sm aja boong. Udh gitu mapx gk lengkap. Tolong di legkapin lg mapx dan di sesuaikan aja hargax sprti di sebelah krn percuma murah klo driverx susah,emag agak murah dr yg di sebelah tapi sesuai juga nunggu driverx sm aja boong. udh gitu mapx gk lengkap. tolong di legkapin lg mapx dan di sesuaikan aja hargax sprti di sebelah krn percuma murah klo driverx susah,emag agak murah dr yg di sebelah tapi sesuai juga nungu driverx sm aja bong udh gitu mapx gk lengkap tolong di legkapin lg mapx dan di sesuaikan aja hargax sprti di sebelah krn percuma murah klo driverx susah,"['emag', 'agak', 'murah', 'dr', 'yg', 'di', 'sebelah', 'tapi', 'sesuai', 'juga', 'nungu', 'driverx', 'sm', 'aja', 'bong', 'udh', 'gitu', 'mapx', 'gk', 'lengkap', 'tolong', 'di', 'legkapin', 'lg', 'mapx', 'dan', 'di', 'sesuaikan', 'aja', 'hargax', 'sprti', 'di', 'sebelah', 'krn', 'percuma', 'murah', 'klo', 'driverx', 'susah']","['emag', 'agak', 'murah', 'dr', 'yg', 'di', 'sebelah', 'tapi', 'sesuai', 'juga', 'nungu', 'driverx', 'sm', 'aja', 'bong', 'udh', 'gitu', 'mapx', 'gk', 'lengkap', 'tolong', 'di', 'legkapin', 'lg', 'mapx', 'dan', 'di', 'sesuaikan', 'aja', 'hargax', 'sprti', 'di', 'sebelah', 'krn', 'percuma', 'murah', 'klo', 'driverx', 'susah']","['emag', 'murah', 'dr', 'sebelah', 'sesuai', 'nungu', 'driverx', 'sm', 'aja', 'bong', 'gitu', 'mapx', 'gk', 'lengkap', 'tolong', 'legkapin', 'lg', 'mapx', 'sesuaikan', 'aja', 'hargax', 'sprti', 'sebelah', 'krn', 'murah', 'klo', 'driverx', 'susah']","['emag', 'murah', 'dr', 'belah', 'sesuai', 'nungu', 'driverx', 'sm', 'aja', 'bong', 'gitu', 'mapx', 'gk', 'lengkap', 'tolong', 'legkapin', 'lg', 'mapx', 'sesuai', 'aja', 'hargax', 'sprti', 'belah', 'krn', 'murah', 'klo', 'driverx', 'susah']",emag murah dr belah sesuai nungu driverx sm aja bong gitu mapx gk lengkap tolong legkapin lg mapx sesuai aja hargax sprti belah krn murah klo driverx susah
1363,05_Ayu Jihan Fadlillah_X.5,1,2024-04-12 07:49:07,"saya baru aja isi e-wallet di maxim tapi ga muncul saldonya, alhasil uang saya 32k habis dan ga ada, percuma saya top up tapi malah begini, hangus uang 30k saya, mohon kembalikan uang 32k saya, percuma saya top up disini tapi saldonya ga bertambah, malah uang saya yang hilang.","saya baru aja isi e-wallet di maxim tapi ga muncul saldonya, alhasil uang saya 32k habis dan ga ada, percuma saya top up tapi malah begini, hangus uang 30k saya, mohon kembalikan uang 32k saya, percuma saya top up disini tapi saldonya ga bertambah, malah uang saya yang hilang.",saya baru aja isi e walet di maxim tapi ga muncul saldonya alhasil uang saya k habis dan ga ada percuma saya top up tapi malah begini hangus uang k saya mohon kembalikan uang k saya percuma saya top up disini tapi saldonya ga bertambah malah uang saya yang hilang,"['saya', 'baru', 'aja', 'isi', 'e', 'walet', 'di', 'maxim', 'tapi', 'ga', 'muncul', 'saldonya', 'alhasil', 'uang', 'saya', 'k', 'habis', 'dan', 'ga', 'ada', 'percuma', 'saya', 'top', 'up', 'tapi', 'malah', 'begini', 'hangus', 'uang', 'k', 'saya', 'mohon', 'kembalikan', 'uang', 'k', 'saya', 'percuma', 'saya', 'top', 'up', 'disini', 'tapi', 'saldonya', 'ga', 'bertambah', 'malah', 'uang', 'saya', 'yang', 'hilang']","['saya', 'baru', 'aja', 'isi', 'e', 'walet', 'di', 'maxim', 'tapi', 'ga', 'muncul', 'saldonya', 'alhasil', 'uang', 'saya', 'k', 'habis', 'dan', 'ga', 'ada', 'percuma', 'saya', 'top', 'up', 'tapi', 'malah', 'begini', 'hangus', 'uang', 'k', 'saya', 'mohon', 'kembalikan', 'uang', 'k', 'saya', 'percuma', 'saya', 'top', 'up', 'disini', 'tapi', 'saldonya', 'ga', 'bertambah', 'malah', 'uang', 'saya', 'yang', 'hilang']","['aja', 'isi', 'e', 'walet', 'maxim', 'ga', 'muncul', 'saldonya', 'alhasil', 'uang', 'k', 'habis', 'ga', 'top', 'up', 'hangus', 'uang', 'k', 'mohon', 'kembalikan', 'uang', 'k', 'top', 'up', 'saldonya', 'ga', 'bertambah', 'uang', 'hilang']","['aja', 'isi', 'e', 'walet', 'maxim', 'ga', 'muncul', 'saldo', 'alhasil', 'uang', 'k', 'habis', 'ga', 'top', 'up', 'hangus', 'uang', 'k', 'mohon', 'kembali', 'uang', 'k', 'top', 'up', 'saldo', 'ga', 'tambah', 'uang', 'hilang']",aja isi e walet maxim ga muncul saldo alhasil uang k habis ga top up hangus uang k mohon kembali uang k top up saldo ga tambah uang hilang
